tripid,userid,name,trippointid,lat,lon,speed,recordedtimestamp,sequence,enginerpm,shorttermfuelbank1,longtermfuelbank1,throttleposition,relativethrottleposition,runtime,distancewithmil,engineload,mafflowrate,outsidetemperature,enginefuelrate,vin
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,aacb6c42-912f-4fa7-a1ca-802267c17260,47.66046463,-122.1351421,872,2018-03-14T00:09:11.2156860Z,514,-255,15,-255,0,-255,5,10,-255,-255,,10,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,839b4365-2f13-432e-8867-60c40f18e386,47.66046463,-122.1351421,-255,2018-03-14T00:09:11.2425830Z,515,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,725e6769-4d55-4421-9c5b-5d381f8614ee,47.66052291,-122.1350928,699,2018-03-14T00:09:14.2197760Z,516,-2,695,11,-255,-255,-255,-255,-2,6,,16,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,79959612-ca89-419d-84f0-8359bdd3ded3,47.66052291,-122.1350928,-255,2018-03-14T00:09:14.2429760Z,517,16,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,76f970e8-6d3c-45db-8ae8-0ffcc9123191,47.66057034,-122.1350626,876,2018-03-14T00:09:16.2131000Z,518,-255,-255,-255,0,-255,6,10,-255,15,,5,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,8a156c84-cbc0-4ca7-afff-687757c3330e,47.66057034,-122.1350626,-255,2018-03-14T00:09:16.2389820Z,519,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,cd2d9945-858f-4da1-80d2-4397971b76b6,47.66061307,-122.1350341,15,2018-03-14T00:09:18.2175530Z,520,13,-1,701,879,10,0,4,0,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,8ca64f60-c3e8-4d2d-abea-155350e86266,47.66061307,-122.1350341,-255,2018-03-14T00:09:18.2419090Z,521,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,da7059d5-0140-49e9-a1d2-05709f201d19,47.66063991,-122.1350179,-255,2018-03-14T00:09:19.2129650Z,522,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,fbbb9b01-80ea-40de-af67-dd270f870642,47.66063991,-122.1350179,-255,2018-03-14T00:09:19.2389440Z,523,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,46c1339a-79bd-4f8f-9eeb-0d894af7f538,47.66069594,-122.1349841,-255,2018-03-14T00:09:21.2217040Z,524,-255,-4,-4,-255,-255,-255,-255,7,35,,11,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,b8f628d4-22d7-46e1-9395-9bc33736c1f5,47.66069594,-122.1349841,-255,2018-03-14T00:09:21.2463520Z,525,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,9b74f216-cf42-4862-a8c0-5841df58e92d,47.66077355,-122.1349499,14,2018-03-14T00:09:23.2280570Z,526,19,-255,1135,884,10,0,4,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,20cc4f39-5dce-41d6-b0d9-103185d37598,47.66077355,-122.1349499,-255,2018-03-14T00:09:23.2493410Z,527,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,d1d47ab5-ba13-4ae0-9d0a-d669c44c95de,47.6608367,-122.1349068,-255,2018-03-14T00:09:25.2218230Z,528,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,d4dd8996-d8c3-445b-b937-5abf6d061fd5,47.6608367,-122.1349068,-255,2018-03-14T00:09:25.2417390Z,529,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,a043fd55-87a9-4343-b402-49df7ca5ebde,47.66087955,-122.1348833,889,2018-03-14T00:09:27.1818050Z,530,17,0,715,10,-255,17,-255,0,18,,6,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,7a098d8a-1b42-421f-8a51-19ea229e3c83,47.66087955,-122.1348833,-255,2018-03-14T00:09:27.2025650Z,531,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,65172f41-a71a-4590-91ca-a596828e1b07,47.66092604,-122.1348685,-255,2018-03-14T00:09:30.2159880Z,532,-255,-255,-255,0,0,7,10,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,ae5b4c4e-6077-44bf-8cef-da2319845c79,47.66092604,-122.1348685,-255,2018-03-14T00:09:30.2411680Z,533,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,880a0835-6557-4ba6-bb72-e09c37d679f6,47.66101735,-122.1348166,-255,2018-03-14T00:09:32.2329500Z,534,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,33bc404a-c2b3-4ba4-a43e-1113722d1e03,47.66101735,-122.1348166,-255,2018-03-14T00:09:32.2554180Z,535,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,408948c7-5cf1-4adb-a5c3-b3239759bdef,47.66106718,-122.1347958,-255,2018-03-14T00:09:33.2220500Z,536,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,2c6d60f4-cdfe-4fae-85bf-93ee7a3257d4,47.66106718,-122.1347958,-255,2018-03-14T00:09:33.2491260Z,537,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,ee0edd5f-bb7c-4412-a2bd-6785f07f12c6,47.66112244,-122.1347488,-255,2018-03-14T00:09:34.2197770Z,538,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,51c290e5-b2e3-46d2-a7dd-3d85f889dc4c,47.66112244,-122.1347488,-255,2018-03-14T00:09:34.2447400Z,539,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,50965a24-2ca0-487c-a845-217deda186d2,47.66118065,-122.1346993,-255,2018-03-14T00:09:35.2264650Z,540,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,e5725432-811f-48b1-87c9-b80b4d391174,47.66118065,-122.1346993,-255,2018-03-14T00:09:35.2485200Z,541,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,bca526ee-90c2-45bd-b3c4-a40029553772,47.66124381,-122.1346558,-255,2018-03-14T00:09:36.3215490Z,542,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,dc4cc0ea-6b1a-43e5-a9b0-78d669dcba34,47.66124381,-122.1346558,-255,2018-03-14T00:09:36.3406060Z,543,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,2bd2d35b-9445-4d84-8a0e-c16671b98cf4,47.66130262,-122.1346144,-255,2018-03-14T00:09:37.3298930Z,544,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,76d89137-3f26-4201-8362-c57125a8c618,47.66130262,-122.1346144,-255,2018-03-14T00:09:37.3555780Z,545,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,9f06b4eb-62ce-4bfb-8197-1f4d70c4e4ab,47.66137158,-122.1345832,-255,2018-03-14T00:09:38.3127580Z,546,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,db89d0f4-4952-49f5-afab-3e21417c74d4,47.66137158,-122.1345832,-255,2018-03-14T00:09:38.3235510Z,547,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,165e4540-b230-43a2-83e8-5f530cc93086,47.66145003,-122.1345566,-255,2018-03-14T00:09:39.3440660Z,548,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,ac145fe9-480f-475d-9eed-93397d725343,47.66145003,-122.1345566,-255,2018-03-14T00:09:39.3732760Z,549,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,2798ba05-7b6f-4b08-8198-8346743bc84f,47.66151372,-122.1345364,-255,2018-03-14T00:09:40.2984420Z,550,-255,-255,-255,-255,-255,-255,-255,-255,-255,,10,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,bef5e5e0-ee6a-4bf5-a51e-7894cfc57056,47.66151372,-122.1345364,-255,2018-03-14T00:09:40.3175660Z,551,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,6d05d255-22c3-43a0-98f5-2f5608d97bae,47.66157147,-122.1345175,-255,2018-03-14T00:09:41.3436650Z,552,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,f92c886a-bc6f-48b5-8919-1a6f5582b10b,47.66157147,-122.1345175,-255,2018-03-14T00:09:41.3689000Z,553,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,38ba3bd6-9458-4243-90ad-fa7e3e351679,47.66164332,-122.1344999,-255,2018-03-14T00:09:42.3294140Z,554,-255,14,-4,-255,-255,-255,-255,0,-3,,14,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,b57b1736-9894-4006-92fa-45c651703a9e,47.66164332,-122.1344999,-255,2018-03-14T00:09:42.3551870Z,555,-255,981,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,825dfefe-115a-412a-b2d0-7c3c1f3b0b23,47.66170335,-122.1344757,905,2018-03-14T00:09:43.3312630Z,556,15,-255,23,0,0,5,905,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,8795b722-8eaa-4b4e-8577-b58bebf9758f,47.66170335,-122.1344757,-255,2018-03-14T00:09:43.3634630Z,557,-255,-255,-255,-255,-255,-255,10,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,680d8070-72d8-4c70-a89c-5155b2649afc,47.66177002,-122.1344415,-255,2018-03-14T00:09:44.3318540Z,558,-255,-255,-255,-255,-255,-255,-255,-255,-255,,10,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,4e3ef61e-c1d9-49f8-9a38-a4af1e264f18,47.66177002,-122.1344415,-255,2018-03-14T00:09:44.3627800Z,559,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,805267cb-fe9e-4ae1-88dd-980e940046b8,47.66184295,-122.1343943,-255,2018-03-14T00:09:45.3101740Z,560,-255,1088,-4,-255,-255,-255,-255,-3,0,,14,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,81be71e7-6043-45b4-92d8-c7ef104ccef7,47.66184295,-122.1343943,-255,2018-03-14T00:09:45.3390300Z,561,-3,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,8fae103c-d27b-4c1a-9819-44f075d317bb,47.66189895,-122.1343571,-255,2018-03-14T00:09:46.3817020Z,563,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,7b6027f9-7ad0-4d7b-94c1-699b1e57f680,47.66189895,-122.1343571,908,2018-03-14T00:09:46.3494660Z,562,16,-255,25,0,0,6,10,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,67053ffc-c9b8-4453-830e-b336f94de7de,47.66195648,-122.1343253,-255,2018-03-14T00:09:47.3357300Z,564,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,74df6a23-0794-44bb-93b2-763041f6354b,47.66195648,-122.1343253,-255,2018-03-14T00:09:47.3645280Z,565,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,d5e1625e-46e4-402c-bf75-2ab9a5f66cbf,47.66202077,-122.1343128,-255,2018-03-14T00:09:48.3375410Z,566,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,fbedf7ac-e969-420c-afba-cd2c4f959485,47.66202077,-122.1343128,-255,2018-03-14T00:09:48.3644850Z,567,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,5235f5f2-1232-431d-9af6-47492e60097a,47.662079,-122.1342923,-255,2018-03-14T00:09:49.3402170Z,568,-255,-255,-255,-255,-255,-255,-255,-255,-255,,10,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,9bf3e587-970a-433d-a073-0ac0f384e5af,47.662079,-122.1342923,-255,2018-03-14T00:09:49.3651270Z,569,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,a932c323-37d6-4d98-a539-593982950a54,47.66215911,-122.1342642,-255,2018-03-14T00:09:50.3421670Z,570,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,7bd5519c-4a12-4d59-ac42-22f7b7f65c82,47.66215911,-122.1342642,-255,2018-03-14T00:09:50.3701170Z,571,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,b5e68663-22c6-47d4-b516-6fd777975f18,47.6622449,-122.1342343,-255,2018-03-14T00:09:51.3343940Z,572,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,2c50069f-01e3-4abd-a029-ae87fac66ecb,47.6622449,-122.1342343,-255,2018-03-14T00:09:51.3637000Z,573,-255,-255,-255,-255,-255,-255,-255,-255,-255,,11,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,37f460e0-5dd8-40ec-863f-cdb5e1d7a4ae,47.66231874,-122.1341962,1169,2018-03-14T00:09:52.3172300Z,574,13,1163,32,-255,-255,-255,-255,0,2,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,d4aa356b-7422-4246-8727-39a893659730,47.66231874,-122.1341962,-255,2018-03-14T00:09:52.3464240Z,575,-255,-255,-255,33,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,bb0920a5-83e2-41db-a0d6-eb384aa29fdd,47.6623892,-122.1341767,914,2018-03-14T00:09:53.3225920Z,576,-255,-255,-255,0,0,3,10,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,1cf683a3-d6d6-425f-89f2-7a5fc0ae122d,47.6623892,-122.1341767,-255,2018-03-14T00:09:53.3482900Z,577,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,9c22227e-1ab3-4819-8582-d826798357f7,47.66246768,-122.1341259,-255,2018-03-14T00:09:54.2948250Z,578,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,92b052f0-0346-4b28-91a7-5488bd2274f2,47.66246768,-122.1341259,-255,2018-03-14T00:09:54.3227600Z,579,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,e41a5324-9346-4a77-a10f-2db51c7da7d4,47.66253979,-122.134069,-255,2018-03-14T00:09:55.2961610Z,580,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,af438b3e-9032-4115-9e7f-9d1fcf780e8b,47.66253979,-122.134069,-255,2018-03-14T00:09:55.3302980Z,581,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,5befcee2-5324-4286-a945-4617a1c5d29c,47.66261907,-122.1340045,-255,2018-03-14T00:09:56.2918090Z,582,-255,-255,-255,-255,-255,-255,-255,-255,-255,,10,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,cc5dd9f5-da6e-4c5e-9cd7-a5e7f0f221df,47.66261907,-122.1340045,-255,2018-03-14T00:09:56.3195980Z,583,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,7318f01b-ba91-4791-8b80-2ce5cb217fe8,47.66269887,-122.1339489,-255,2018-03-14T00:09:57.2396780Z,584,-255,10,-255,-255,-255,-255,-255,0,-5,,10,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,10457e92-6b6f-4400-88de-1a2972e59dba,47.66269887,-122.1339489,-255,2018-03-14T00:09:57.2593750Z,585,-255,-255,-5,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,96170f8d-4bef-4c58-ba9e-130c96105390,47.66278041,-122.1339119,920,2018-03-14T00:09:58.3029340Z,586,13,1061,30,0,0,3,10,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,937c7485-914e-482a-8fd2-7917da385d3b,47.66278041,-122.1339119,-255,2018-03-14T00:09:58.3332290Z,587,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,955202b1-9533-4372-bbf5-93f586d61ded,47.6628509,-122.1338669,-255,2018-03-14T00:09:59.3146910Z,588,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,0f08b7e6-35a8-44d9-9faf-5424c817cdfc,47.6628509,-122.1338669,-255,2018-03-14T00:09:59.3448370Z,589,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,e7e5b7c1-904b-4d28-8808-6a99168f0d54,47.6629213,-122.1338228,-255,2018-03-14T00:10:00.2935790Z,590,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,080b786c-8f6b-4248-b3ef-5de532ef6d91,47.6629213,-122.1338228,-255,2018-03-14T00:10:00.3214800Z,591,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,004b97a1-3fe2-4b2c-8b11-d532d2b4c060,47.66300403,-122.1337816,-255,2018-03-14T00:10:01.3046860Z,592,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,b1cec9d0-db59-4e8e-8cfe-6e2294d20256,47.66300403,-122.1337816,-255,2018-03-14T00:10:01.3314750Z,593,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,076ff6c3-2470-4af0-a810-b8686fe7cda9,47.66308784,-122.1337439,-255,2018-03-14T00:10:02.3034410Z,594,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,a50e6973-34da-49f5-8e63-4d1cecdd377b,47.66308784,-122.1337439,-255,2018-03-14T00:10:02.3357410Z,595,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,c798339f-5196-4a49-ac98-996d82ae0f0d,47.66317037,-122.1337054,-255,2018-03-14T00:10:03.2775250Z,596,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,44e7cc93-08e7-435b-adce-bad4a50bfb51,47.66317037,-122.1337054,-255,2018-03-14T00:10:03.3028210Z,597,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,4e200f49-28f7-431b-b4bb-a2137d5d5ed4,47.66324728,-122.1336804,-255,2018-03-14T00:10:04.3190560Z,598,-255,-255,-255,-255,-255,-255,-255,-255,-255,,10,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,6b88be93-dfb5-4cc9-87e0-bcf0b61b6ec7,47.66324728,-122.1336804,-255,2018-03-14T00:10:04.3509740Z,599,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,ddbe3972-5eca-4e99-810c-4a7642e30558,47.66330688,-122.1336591,-255,2018-03-14T00:10:05.3299470Z,600,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
